Name,Symbol,Auto
Zee Entertainment Enterprises Ltd.,01/08/1998,0
Zensar Technolgies Ltd.,01/08/1998,0
Zuari Industries Ltd.,ZUARIAGRO,1
CMC Ltd.,CMC,1
Areva T&D India Ltd.,AREVAT&D,1
Avery India Ltd.,03/02/1999,0
Chettinad Cement Corporation Ltd.,03/02/1999,0
Cholamandalam Investment and Finance Company Ltd.,03/02/1999,0
Corporation Bank,CORPBANK,1
Eicher Ltd.,03/02/1999,0
Eveready Industries India Ltd.,03/02/1999,0
ICICI Bank Ltd.,ICICIBANK,1
ING Vysya Bank Ltd.,INGVYSYABK,1
Insilco Ltd. - Sus,03/02/1999,0
Kohinoor Foods Ltd.,KOHINOOR,1
Malwa Cotton Spinning Mills Ltd.,03/02/1999,0
Punjab Communications Ltd.,03/02/1999,0
Sundaram Finance Ltd.,SUNDARMFIN,1
Tourism Finance Corporation of India Ltd.,03/02/1999,0
Vardhman Polytex Ltd.,03/02/1999,0
Aurobindo Pharma Ltd.,AUROPHARMA,1
Moser Baer India Ltd.,17/03/1999,0
National Aluminium Co. Ltd.,29/04/1999,0
Amara Raja Batteries Ltd.,AMARAJABAT,1
Ashima Ltd.,26/05/1999,0
Global Trust Bank Ltd.,26/05/1999,0
Gujarat Mineral Development Corporation Ltd.,26/05/1999,0
Mangalore Refinery & Petrochemicals Ltd.,26/05/1999,0
PVP Ventures Ltd.,PVP,1
Rayban Sun Optics India Ltd.,26/05/1999,0
Sri Vishnu Cement Ltd.- Merged,26/05/1999,0
Subros Ltd.,26/05/1999,0
Vashisti Detergents Ltd.,26/05/1999,0
e-Serve International Ltd.,26/05/1999,0
Archies Ltd.,08/09/1999,0
Birla Ericsson Optical Ltd.,08/09/1999,0
Blue Dart Express Ltd.,BLUEDART,1
Elgi Rubber Company Ltd. - Suspended,08/09/1999,0
KRONE Communications Ltd.,08/09/1999,0
Mirza International Ltd.,08/09/1999,0
Nilkamal Ltd.,NILKAMAL,1
Paper Products Ltd.,08/09/1999,0
Pentafour Products Ltd.,08/09/1999,0
Punjab Anand Lamp Industries Ltd.,08/09/1999,0
Rallis India Ltd.,RALLIS,1
Silverline Technologies Ltd. -Sus,08/09/1999,0
TVS Electronics Ltd. - Merge,08/09/1999,0
Ciba Speciality Chemicals (India) Ltd.,08/12/1999,0
DSQ Software Ltd.,08/12/1999,0
Gulf Oil India Ltd.-Old,08/12/1999,0
IndusInd Bank Ltd.,INDUSINDBK,1
PSI Data Systems Ltd.,08/12/1999,0
Pharmacia Healthcare Ltd.,08/12/1999,0
Rain Calcining Ltd.,08/12/1999,0
Unichem Laboratories Ltd.,UNICHEMLAB,1
Bayer Cropscience India Ltd. -Erstwhile,12/01/2000,0
Container Corporation of India Ltd.,12/01/2000,0
Krebs Biochemicals Ltd.,16/02/2000,0
Shasun Chemicals & Drugs Ltd.,SHASUNCHEM,1
Saregama India Ltd,SAREGAMA,1
Crest Animation Studios Ltd.,24/05/2000,0
Flextronics Software Systems Ltd.,24/05/2000,0
Polaris Software Lab Ltd.,POLARIS,1
Reliance Petroleum Ltd.- Merge,24/05/2000,0
Sri Adhikari Brothers Television Network Ltd.,24/05/2000,0
Visualsoft Technologies Ltd.,24/05/2000,0
Wockhardt Ltd.,WOCKPHARMA,1
Axis Bank Ltd.,AXISBANK,1
Cybertech Systems & Software Ltd.,03/09/2000,0
IDBI Bank Ltd.-OLD,03/09/2000,0
Maars Software International Ltd.,03/09/2000,0
Ramco Industries Ltd.,RAMCOIND,1
Salora International Ltd.,03/09/2000,0
Shyam Telecom Ltd.,03/09/2000,0
Sonata Software Ltd.,SONATSOFTW,1
Jain Studios Ltd.,20/09/2000,0
Origin Agrostar Ltd.,29/11/2000,0
Roofit Industries Ltd.,29/11/2000,0
Engineers India Ltd.,ENGINERSIN,1
MphasiS Ltd.,MPHASIS,1
Orient Information Technologies Ltd.,13/12/2000,0
Pentasoft Technologies Ltd.,13/12/2000,0
SEAMEC Ltd.,SEAMECLTD,1
Sandesh Ltd.,13/12/2000,0
Panacea Biotec Ltd.,PANACEABIO,1
R. S. Software (India) Ltd.,10/01/2001,0
Cadila Healthcare Ltd.,CADILAHC,1
Carol Info Services Ltd.,CAROLINFO,1
Glenmark Pharmaceuticals Ltd.,GLENMARK,1
HCL Technologies Ltd.,HCLTECH,1
Jindal Steel & Power Ltd.,JINDALSTEL,1
Kale Consultants Ltd.,25/04/2001,0
Monsanto India Ltd.,MONSANTO,1
Ramco Systems Ltd.,RAMCOSYS,1
Sterlite Industries (India) Ltd. -Sus,25/04/2001,0
Television Eighteen India Ltd.,25/04/2001,0
Padmini Technologies Ltd.,20/06/2001,0
Aksh Optifibre Ltd.,AKSHOPTFBR,1
Bank of Punjab Ltd.,31/08/2001,0
Centurion Bank Ltd.,31/08/2001,0
Cinevistaas Ltd. ,31/08/2001,0
FCL Technologies & Products Ltd.,31/08/2001,0
Karur Vysya Bank Ltd.,KARURVYSYA,1
Shree Rama Multi Tech Ltd.,31/08/2001,0
TVS Motor Company Ltd.,TVSMOTOR,1
Hinduja Ventures Ltd.,11/10/2001,0
iGate Global Solutions Ltd.,11/10/2001,0
Aztecsoft Ltd.,AZTECSOFT,1
Balaji Telefilms Ltd.,BALAJITELE,1
Henkel SPIC India Ltd.,07/12/2001,0
Mahindra Lifespace Developers Ltd.,07/12/2001,0
Motherson Sumi Systems Ltd.,07/12/2001,0
Mukta Arts Ltd,MUKTAARTS,1
Neyveli Lignite Corporation Ltd.,07/12/2001,0
Soundcraft Industries Ltd.,07/12/2001,0
Sterling Biotech Ltd,STERLINBIO,1
Sterlite Technologies Ltd.,STRTECH,1
Syndicate Bank,SYNDIBANK,1
Tips Industries Ltd.,07/12/2001,0
DCM Shriram Consolidated Ltd.,DCMSRMCONS,1
Jammu & Kashmir Bank Ltd.,17/01/2002,0
Sun Earth Ceramics Ltd.,17/01/2002,0
Tata Teleservices (Maharashtra) Ltd.,17/01/2002,0
Infotech Enterprises Ltd.,INFOTECENT,1
Aftek Ltd.,AFTEK,1
Alstom Projects India Ltd.,APIL,1
Bank of Rajasthan Ltd.,29/03/2002,0
Creative Eye Ltd.,29/03/2002,0
Geometric Ltd.,GEOMETRIC,1
Infar (India) Ltd.,29/03/2002,0
Information Technologies India Ltd.,29/03/2002,0
Karnataka Bank Ltd.,KTKBANK,1
Kothari Products Ltd.,29/03/2002,0
PNB Gilts Ltd.,PNBGILTS,1
Prism Cement Ltd.,29/03/2002,0
Reliance MediaWorks Ltd.,RELMEDIA,1
South Indian Bank Ltd.,29/03/2002,0
Vision Organics Ltd,29/03/2002,0
Williamson Tea Assam Ltd.,29/03/2002,0
Ajanta Pharmaceuticals Ltd.,23/04/2002,0
Andhra Bank,ANDHRABANK,1
Blue Star Infotech Ltd.,23/04/2002,0
Can Fin Homes Ltd.,CANFINHOME,1
City Union Bank Ltd.,CUB,1
Eicher Motors Ltd.,EICHERMOT,1
FCI OEN Connectors Ltd.,23/04/2002,0
GSL Nova Petrochemicals Ltd.,23/04/2002,0
Havell's India Ltd.,23/04/2002,0
Indian Overseas Bank ,IOB,1
Indraprastha Medical Corporation Ltd.,23/04/2002,0
Jagsonpal Pharmaceuticals Ltd.,23/04/2002,0
Jubilant Life Sciences Ltd.,23/04/2002,0
Lakshmi Auto Components Ltd.- Delisted,23/04/2002,0
Lakshmi Vilas Bank Ltd.,LAKSHVILAS,1
Mid-Day Multimedia Ltd,MID-DAY,1
Smartlink Network Systems Ltd.,23/04/2002,0
Taj GVK Hotels & Resorts Ltd.,TAJGVK,1
United Western Bank Ltd.,23/04/2002,0
Vijaya Bank,VIJAYABANK,1
Pritish Nandy Communications Ltd.,14/05/2002,0
Onward Technologies Ltd.,21/05/2002,0
Oil & Natural Gas Corporation Ltd.,06/06/2002,0
Alok Industries Ltd.,ALOKTEXT,1
Balmer Lawrie & Co. Ltd.,09/07/2002,0
Bhushan Steel Ltd.,BHUSANSTL,1
Indian Oil Corporation Ltd.,09/07/2002,0
Rain Commodities  Ltd,09/07/2002,0
Shanthi Gears Ltd.,SHANTIGEAR,1
West Coast Paper Mills Ltd.,09/07/2002,0
Tata Coffee Ltd.,TATACOFFEE,1
NELCO Ltd.,NELCO,1
Venky's (India) Ltd.,VENKEYS,1
AXIS IT&T Ltd.,19/09/2002,0
Agee Gold Refineries,19/09/2002,0
Agro Dutch Industries Ltd.,AGRODUTCH,1
Andhra Sugars Ltd.,ANDHRSUGAR,1
Asahi India Glass Ltd.,ASAHIINDIA,1
BSL Ltd.,19/09/2002,0
Bharat Hotels Ltd. - Delisted,19/09/2002,0
Compudyne Winfosystems Ltd.,19/09/2002,0
Coromandel International Ltd.,19/09/2002,0
Dena Bank,DENABANK,1
Elder Pharmaceuticals Ltd.,ELDERPHARM,1
First Leasing Co. of India Ltd.,19/09/2002,0
Gammon India Ltd.,GAMMONIND,1
Graphite India Ltd.,GRAPHITE,1
Heritage Foods (India) Ltd.,19/09/2002,0
IVRCL Infrastructures & Projects Ltd.,19/09/2002,0
India Nippon Electricals Ltd.,19/09/2002,0
KDL Biotech Ltd.,19/09/2002,0
KPIT Cummins Infosystem Ltd.,19/09/2002,0
Lupin Ltd.,LUPIN,1
MRO-TEK Ltd.,MRO-TEK,1
Madras Fertilizers Ltd.,19/09/2002,0
Manali Petrochemical Ltd.,19/09/2002,0
Melstar Information Technologies Ltd.,19/09/2002,0
NRB Bearings Ltd.,19/09/2002,0
PSL Ltd.,PSL,1
Panasonic AVC Networks India Co. Ltd.,19/09/2002,0
Pricol Ltd.,PRICOL,1
S. Kumars Nationwide Ltd.,19/09/2002,0
S.B.& T. International Ltd.,19/09/2002,0
SREI Infrastructure Finance Ltd.,19/09/2002,0
Siltap Chemicals Ltd.- Merged,19/09/2002,0
Sintex Industries Ltd.,SINTEX,1
Sirpur Paper Mills Ltd.,SIRPAPER,1
Sundaram Brake Linings Ltd.,19/09/2002,0
Surya Roshni Ltd.,SURYAROSNI,1
Tamilnadu Telecommunications Ltd.,19/09/2002,0
Thirumalai Chemicals Ltd.,19/09/2002,0
United Spirits Ltd.,MCDOWELL-N,1
Wellwin Industry Ltd.,19/09/2002,0
Wheels India Ltd.,19/09/2002,0
Zenith Computer Ltd.,19/09/2002,0
Zodiac Clothing Co. Ltd.,ZODIACLOTH,1
HMT Ltd.,11/10/2002,0
Kakatiya Cement Sugar & Industries Ltd.,11/10/2002,0
Godrej Consumer Products Ltd.,GODREJCP,1
KCP Ltd.,KCP,1
Patspin India Ltd.,11/11/2002,0
MPS Ltd.,25/02/2003,0
Bharti Airtel Ltd.,BHARTIARTL,1
Oracle Financial Services Software Ltd.,17/03/2003,0
Punjab National Bank,PNB,1
Abhishek Industries Ltd,ABSHEKINDS,1
Fertilisers and Chemicals Travancore Ltd.,01/04/2003,0
Hexaware Technologies Ltd.,HEXAWARE,1
Hikal Ltd.,HIKAL,1
Pantaloon Retail (India) Ltd.,01/04/2003,0
Union Bank of India,UNIONBANK,1
Central India Polyesters Ltd.,07/04/2003,0
Jain Irrigation Systems Ltd.,JISLJALEQS,1
Search Chem. Industries Ltd. - Sus,07/04/2003,0
Aptech Ltd.,APTECHT,1
Gujarat Ambuja Exports Ltd.,02/05/2003,0
Praj Industries Ltd.,PRAJIND,1
Today's Writing Products Ltd.,02/05/2003,0
Canara Bank,CANBK,1
Jindal Poly Films Ltd.,JINDALPOLY,1
Allahabad Bank,ALBK,1
Shriram Transport Finance Co. Ltd.,05/09/2003,0
Regency Ceramics Ltd.,11/09/2003,0
Visaka Industries Ltd.,01/10/2003,0
Amtek Auto Ltd.,AMTEKAUTO,1
Divi's Laboratories Ltd.,DIVISLAB,1
Omax Autos Ltd.,OMAXAUTO,1
State Trading Corporation of India Ltd.,05/12/2003,0
Indo Gulf Fertilisers Ltd.,11/12/2003,0
SML Isuzu Ltd.,02/01/2004,0
JSW Steel Ltd.,JSWSTEEL,1
Maruti Suzuki India Ltd.,MARUTI,1
Godrej Industries Ltd.,GODREJIND,1
Indo Rama Synthetics Ltd.,INDORAMA,1
Nava Bharat Ventures Ltd.,15/03/2004,0
Rane Engine Valves Ltd. -old,22/03/2004,0
Munjal Auto Industries Ltd.,12/04/2004,0
Rane Brake Linings Ltd. -old,16/04/2004,0
UCO Bank,UCOBANK,1
Welspun Corp Ltd.,WELCORP,1
Welspun India Ltd.,WELSPUNIND,1
Dredging Corporation of India Ltd.,27/08/2004,0
United Phosphorus Ltd.,UNIPHOS,1
Larsen & Toubro Ltd.,LT,1
Biocon Ltd.,BIOCON,1
Dishman Pharmaceuticals & Chemicals Ltd.,10/12/2004,0
Indraprastha Gas Ltd.,IGL,1
Jaiprakash Associates Ltd.,JPASSOCIAT,1
LG Balakrishnan & Bros Ltd.,10/12/2004,0
Matrix Laboratories Ltd.,MATRIXLABS,1
Monnet Ispat Ltd.,MONNETISPA,1
NDTV Ltd.,NDTV,1
Nagarjuna Construction Co. Ltd.,10/12/2004,0
Patni Computer Systems Ltd.,10/12/2004,0
Petronet LNG Ltd.,PETRONET,1
Rama Newsprint & Papers Ltd.,10/12/2004,0
Sterlite Industries (India) Ltd.,10/12/2004,0
Strides Arcolab Ltd.,STAR,1
Suryalakshmi Cotton Mills Ltd.,10/12/2004,0
TV Today Network Ltd.,TVTODAY,1
Tata Consultancy Services Ltd.,22/12/2004,0
UltraTech Cement Ltd.,ULTRACEMCO,1
Indiabulls Financial Services Ltd.,18/02/2005,0
JSL Stainless Ltd.,JSL,1
Bosch Chassis Systems India Ltd.,04/03/2005,0
Shriram Investments Ltd.-Merged,15/03/2005,0
NTPC Ltd.,NTPC,1
Tata Metaliks Ltd.,TATAMETALI,1
Gujarat NRE Coke Ltd.,GUJNRECOKE,1
Fresenius Kabi Oncology Ltd.,13/04/2005,0
Aarti Industries Ltd.,AARTIIND,1
Radico Khaitan Ltd,RADICO,1
Ind-Swift Laboratories Ltd.,25/04/2005,0
Vishal Exports Overseas Ltd.,09/05/2005,0
Patel Engineering Ltd.,PATELENG,1
Jet Airways (India) Ltd.,JETAIRWAYS,1
Bhansali Engineering Polymers Ltd.,26/09/2005,0
Consolidated Finvest & Holdings Ltd.,26/09/2005,0
Dwarikesh Sugar Industrial Ltd.,26/09/2005,0
Gateway Distriparks Ltd.,GDL,1
HSIL Ltd.,HSIL,1
Narmada Chematur Petrochemicals Ltd.,26/09/2005,0
Rajesh Exports Ltd.,RAJESHEXPO,1
Financial Technologies (India) Ltd.,08/12/2005,0
Shoppers Stop Ltd.,SHOPERSTOP,1
Infrastructure Development Finance Co. Ltd.,03/02/2006,0
Gokaldas Exports Ltd.,GOKEX,1
HSBC InvestDirect (India) Ltd.,02/03/2006,0
HT Media Ltd.,HTMEDIA,1
Mercator Lines Ltd.,MLL,1
Simplex Infrastructures Ltd.,02/03/2006,0
Suzlon Energy Ltd.,SUZLON,1
Triveni Engineering & Industries Ltd.,10/04/2006,0
Shree Renuka Sugars Ltd.,RENUKA,1
Deccan Chronicle Holdings Ltd.,17/05/2006,0
Reliance Communications Ltd.,10/07/2006,0
Videocon Industries Ltd.,14/07/2006,0
Reliance Natural Resources Ltd.,25/07/2006,0
B L Kashyap & Sons Ltd.,02/08/2006,0
Punj Lloyd Ltd.,PUNJLLOYD,1
Ansal Properties & Infrastructure Ltd.,13/09/2006,0
Kirloskar Brothers Ltd.,KBL,1
Kalpataru Power Transmission Ltd.,13/09/2006,0
Inox Leisure Ltd.,INOXLEISUR,1
Sun TV Network Ltd.,SUNTV,1
Gitanjali Gems Ltd.,GITANJALI,1
Mahindra & Mahindra Financial Services Ltd.,05/10/2006,0
Era Infra Engineering Ltd.,ERAINFRA,1
D.S. Kulkarni Developers Ltd.,17/11/2006,0
GMR Infrastructure Ltd.,GMRINFRA,1
Tech Mahindra Ltd.,TECHM,1
Shree Precoated Steels Ltd.,24/01/2007,0
Unity Infraprojects Ltd.,UNITY,1
Noida-Toll Bridge Co. Ltd.,04/04/2007,0
Jagran Prakashan Ltd.,JAGRAN,1
McLeod Russel India Ltd.,MCLEODRUSS,1
Allcargo Global Logistics Ltd.,04/04/2007,0
Bombay Rayon Fashions Ltd.,BRFL,1
Uttam Sugar Mills Ltd.,UTTAMSUGAR,1
Geojit BNP Paribas Financial Services Ltd.,04/04/2007,0
Amtek India Ltd.,AMTEKINDIA,1
Entertainment Network India Ltd.,04/04/2007,0
Parsvnath Developer Ltd.,PARSVNATH,1
Lanco Infratech Ltd.,LITL,1
Indiabulls Real Estate Ltd.,10/09/2007,0
Lakshmi Energy & Foods Ltd.,24/09/2007,0
Provogue (India) Ltd.,PROVOGUE,1
JM Financial Ltd.,JMFINANCIL,1
Power Finance Corporation Ltd.,24/09/2007,0
Sobha Developers Ltd.,SOBHA,1
Donear Industries Ltd.,24/09/2007,0
Idea Cellular Ltd.,IDEA,1
GTL Infrastructure Ltd.,24/09/2007,0
MindTree Ltd.,MINDTREE,1
Educomp Solutions Ltd.,EDUCOMP,1
ibn18 Broadcast Ltd.,IBN18,1
DLF Ltd.,DLF,1
India Infoline Ltd.,INDIAINFO,1
Firstsource Solutions Ltd.,26/12/2007,0
Ackruti City Ltd.,ACKRUTI,1
Info Edge (India) Ltd.,28/01/2008,0
Wire & Wireless (I) Ltd.,15/02/2008,0
House of Pearl Fashions Ltd.,15/02/2008,0
Anant Raj Industries Ltd.,15/02/2008,0
NIIT Ltd.,NIITLTD,1
ABG Shipyard Ltd.,ABGSHIP,1
Zee News Ltd.,ZEENEWS,1
Power Grid Corporation of India Ltd.,14/03/2008,0
Housing Development and Infrastructure Ltd.,23/04/2008,0
Mundra Port and Special Economic Zone Ltd.,24/04/2008,0
Edelweiss Capital Ltd.,21/05/2008,0
Reliance Power Ltd.,RPOWER,1
NMDC Ltd.,NMDC,1
Rei Agro Ltd.,REIAGROLTD,1
Bajaj Holdings & Investment Ltd.,10/09/2008,0
Fortis Healthcare Ltd.,FORTIS,1
Rural Electrification Corporation Ltd.,10/09/2008,0
Reliance Petroleum Ltd.,RPL,1
Bajaj Finserv Ltd.,BAJAJFINSV,1
Omaxe Ltd.,OMAXE,1
Religare Enterprises Ltd.,03/12/2008,0
Cairn India Ltd.,CAIRN,1
GVK Power & Infrastructures Ltd.,25/02/2009,0
Advanta India Ltd.,ADVANTA,1
Future Capital Holdings Ltd.,27/03/2009,0
Vishal Retail Ltd.,VISHALRET,1
Puravankara Projects Ltd.,27/03/2009,0
UTV Software Communication Ltd.,27/03/2009,0
IRB Infrastructure Developers Ltd.,27/03/2009,0
Koutons Retail India Ltd.,27/03/2009,0
K.S. Oils Ltd.,27/03/2009,0
National Fertilizers Ltd.,27/03/2009,0
Jai Corp Ltd.,JAICORPLTD,1
Dynamatic Technologies Ltd.,DYNAMATECH,1
Motilal Oswal Financial Services Ltd.,17/04/2009,0
Phoenix Mills Ltd.,17/06/2009,0
Tulip Telecom Ltd.,TULIP,1
Century Plyboards (India) Ltd.,23/06/2009,0
Torrent Power Ltd.,TORNTPOWER,1
Indiabulls Securities Ltd.,14/08/2009,0
United Breweries Ltd.,UBL,1
PTC India Ltd.,PTC,1
Great Offshore Ltd.,GTOFFSHORE,1
Kec International Ltd.,22/10/2009,0
Gujarat State Petronet Ltd.,22/10/2009,0
Yes Bank Ltd.,YESBANK,1
Everest Kanto Cylinder Ltd.,EKC,1
Redington (India) Ltd.,REDINGTON,1
3i Infotech Ltd.,3IINFOTECH,1
Brigade Enterprises Ltd.,09/03/2010,0
NHPC Ltd.,NHPC,1
Banco Products (India) Ltd.,08/04/2010,0
Binani Cement Ltd.,BINANICEM,1
Gammon Infrastructure Projects Ltd.,08/04/2010,0
Jindal SouthWest Hold Ltd.,JINDALSWHL,1
Karuturi Global Ltd.,KGL,1
Adani Power Ltd.,ADANIPOWER,1
Oil India Ltd.,OIL,1
JSW Energy Ltd.,JSWENERGY,1
Tinplate Company of India Ltd.,08/07/2010,0
Jaypee Infratech Ltd.,JPINFRATEC,1
D B Realty Ltd.,DBREALTY,1
Jaiprakash Power Ventures Ltd.,07/10/2010,0
Jubilant Foodworks Ltd.,JUBLFOOD,1
Sunteck Realty Ltd.,SUNTECK,1
Hathway Cable & Datacom Ltd.,HATHWAY,1
Shree Ashtavinayak Cine Vision Ltd.,20/01/2011,0
Orbit Corporation Ltd.,24/03/2011,0
Allied Digital Services Ltd.,25/03/2011,0
BGR Energy Systems Ltd,BGRENERGY,1
Bajaj Electricals Ltd,25/03/2011,0
Core Projects & Technologies Ltd.,25/03/2011,0
Cox & Kings Ltd.,COX&KINGS,1
Delta Corp Ltd.,DELTACORP,1
Emami Ltd.,EMAMILTD,1
Godrej Properties Ltd.,GODREJPROP,1
Kemrock Industries and Exports Ltd.,25/03/2011,0
Opto Circuits (I) Ltd.,OPTOCIRCUI,1
Orissa Min Dev Co Ltd.,ORISSAMINE,1
Pipavav Shipyard Ltd.,PIPAVAVYD,1
Sadbhav Engineering Ltd,SADBHAV,1
Zydus Wellness Ltd.,ZYDUSWELL,1
Coal India Ltd.,COALINDIA,1
Oberoi Realty Ltd.,OBEROIRLTY,1
Prestige Estates Projects Ltd.,03/05/2011,0
ARSS Infrastructure Projects Ltd.,18/05/2011,0
IL&FS Engineering and Construction Company Ltd.,18/05/2011,0
Dish TV India Ltd.,DISHTV,1
Trident Ltd.,TRIDENT,1
AIA Engineering Ltd.,AIAENG,1
BF Utilities Ltd.,BFUTILITIE,1
Central Bank of India,CENTRALBK,1
Development Credit Bank Ltd.,10/10/2011,0
Dewan Housing Finance Corporation Ltd.,10/10/2011,0
Dhanlaxmi Bank Ltd.,DHANBANK,1
eClerx Services Ltd.,ECLERX,1
Gujarat Pipavav Port Ltd.,GPPL,1
Indiabulls Power Ltd.,IBPOW,1
Indian Bank,INDIANB,1
KSK Energy Ventures Ltd.,KSK,1
Network18 Media & Investments Ltd.,10/10/2011,0
Page Industries Ltd.,PAGEIND,1
Persistent Systems Ltd.,PERSISTENT,1
SKS Microfinance Ltd.,SKSMICRO,1
State Bank of Bikaner & Jaipur Ltd.,10/10/2011,0
State Bank of Travancore,SBT,1
Sujana Towers Ltd.,SUJANATOW,1
Future Ventures India Ltd.,22/11/2011,0
L&T Finance Holdings Ltd.,L&TFH,1
United Breweries (Holdings) Ltd.,09-04-2012,0
J.Kumar Infraprojects Ltd.,12-04-2012,0
Alstom T&D India Ltd.,ALSTOMT&D,1
Arshiya International Ltd.,ARSHIYA,1
Eros Intl Media Ltd.,EROSMEDIA,1
ICRA Ltd.,ICRA,1
ICSA (India) Ltd.,ICSA,1
Kwality Dairy (India) Ltd.,KWALITY,1
Lovable Lingerie Ltd.,LOVABLE,1
Muthoot Finance Ltd.,MUTHOOTFIN,1
Ramky Infra Ltd.,RAMKY,1
TD Power Systems Ltd.,TDPOWERSYS,1
Techno Elt & Eng Co. Ltd.,TECHNO,1
Tree House Education & Accessories Ltd.,27-04-2012,0
WABCO India Ltd.,WABCOINDIA,1
S.E. Investments Ltd.,SEINV,1
Man Infraconstruction Ltd.,18-06-2012,0
Autoline Industries Ltd.,AUTOIND,1
Balkrishna Industries Ltd.,28-09-2012,0
Flexituff International Ltd.,28-09-2012,0
Gati Ltd.,GATI,1
Innoventive Industries Ltd.,28-09-2012,0
Mandhana Industries Ltd.,28-09-2012,0
Mangalore Chemicals & Fertilizers Ltd.,28-09-2012,0
Prime Focus Ltd,PFOCUS,1
Shri Lakshmi Cotsyn Ltd.,SHLAKSHMI,1
Shriram City Union Finance Ltd.,28-09-2012,0
Supreme Infrastructure India Ltd.,28-09-2012,0
TTK Prestige Ltd.,TTKPRESTIG,1
Vakrangee Software Ltd.,28-09-2012,0
